|6.6.6
pyrolite_1.tab
           2
P(bar)
   1.0000000000000000
   6410.2307692307695
          40
T(K)
   300.00000000000000
   56.410256410256409
          40
          30
P(bar)         T(K)           rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        	vol_Pl1 vol_Pl2 vol_O vol_Cpx1 vol_Cpx2 vol_ky vol_q vol_Opx vol_Gt1 vol_Gt2 vol_Sp vol_C2overc vol_Ring vol_Wad vol_st vol_Wus1 vol_Wus2 vol_Aki1 vol_Aki2 vol_capv vol_CF vol_Pv
  96154.5        2105.13        3471.27       0.281017E-004   1241.29        8.29676        4.47859      -0.859290E+007	0 0 0.582195 0.23764 0 0 0 0 0.180165 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        2105.13        3489.81       0.273339E-004   1238.88        8.35539        4.49823      -0.841922E+007	0 0 0.582474 0.227914 0 0 0 0 0.189612 0 0 0 0 0 0 0 0 0 0 0 0 0
  108975.        2105.13        3508.59       0.266045E-004   1236.63        8.41441        4.51813      -0.824626E+007	0 0 0.582827 0.21581 0 0 0 0 0.201363 0 0 0 0 0 0 0 0 0 0 0 0 0
  115385.        2105.13        3527.69       0.259117E-004   1234.51        8.47352        4.53820      -0.807389E+007	0 0 0.58326 0.20128 0 0 0 0 0.215459 0 0 0 0 0 0 0 0 0 0 0 0 0
  121795.        2105.13        3547.15       0.252514E-004   1232.52        8.53344        4.55887      -0.790232E+007	0 0 0.583793 0.183722 0 0 0 0 0.232485 0 0 0 0 0 0 0 0 0 0 0 0 0
  128206.        2105.13        3566.87       0.246252E-004   1230.65        8.59387        4.58043      -0.773148E+007	0 0 0.584381 0.163758 0 0 0 0 0.251862 0 0 0 0 0 0 0 0 0 0 0 0 0
  134616.        2105.13        3586.70       0.240342E-004   1228.90        8.65462        4.60301      -0.756149E+007	0 0 0.58503 0.14164 0 0 0 0 0.27333 0 0 0 0 0 0 0 0 0 0 0 0 0
  141026.        2105.13        3606.04       0.234797E-004   1227.26        8.71391        4.62567      -0.739217E+007	0 0 0.585634 0.120087 0 0 0 0 0.294279 0 0 0 0 0 0 0 0 0 0 0 0 0
  147436.        2105.13        3731.60       0.245984E-004   1238.37        9.24259        4.96729      -0.726719E+007	0 0 0 0.104888 0 0 0 0 0.32104 0 0 0 0 0.574073 0 0 0 0 0 0 0 0
  153847.        2105.13        3749.89       0.241265E-004   1236.77        9.30155        4.99244      -0.710442E+007	0 0 0 0.0807208 0 0 0 0 0.344396 0 0 0 0 0.574883 0 0 0 0 0 0 0 0
  160257.        2105.13        3768.00       0.236814E-004   1235.25        9.35978        5.01829      -0.694235E+007	0 0 0 0.0561709 0 0 0 0 0.368145 0 0 0 0 0.575684 0 0 0 0 0 0 0 0
  166667.        2105.13        3788.46       0.232327E-004   1233.71        9.41520        5.04258      -0.677713E+007	0 0 0 0.0279953 0 0 0 0 0.410836 0 0 0 0 0.554987 0 0.00618157 0 0 0 0 0 0
  173077.        2105.13        3811.34       0.227728E-004   1232.10        9.46256        5.06108      -0.660735E+007	0 0 0 0 0 0 0 0 0.47621 0 0 0 0 0.502297 0 0.0214932 0 0 0 0 0 0
  179487.        2105.13        3827.31       0.223571E-004   1230.58        9.49049        5.06548      -0.643926E+007	0 0 0 0 0 0 0 0 0.510437 0 0 0 0 0.454416 0 0.0351476 0 0 0 0 0 0
  185898.        2105.13        3843.78       0.219515E-004   1229.12        9.51654        5.06881      -0.627067E+007	0 0 0 0 0 0 0 0 0.549873 0 0 0 0 0.399279 0 0.0508481 0 0 0 0 0 0
  192308.        2105.13        3860.79       0.215554E-004   1227.69        9.54050        5.07095      -0.610153E+007	0 0 0 0 0 0 0 0 0.594961 0 0 0 0 0.336268 0 0.0687707 0 0 0 0 0 0
  198718.        2105.13        3878.06       0.211720E-004   1226.31        9.56241        5.07184      -0.593222E+007	0 0 0 0 0 0 0 0 0.643301 0 0 0 0 0.268692 0 0.0880071 0 0 0 0 0 0
  205128.        2105.13        3906.37       0.204004E-004   1223.28        9.62227        5.10250      -0.577280E+007	0 0 0 0 0 0 0 0 0.693662 0 0 0 0.128994 0.0699049 0 0.10744 0 0 0 0 0 0
  211539.        2105.13        3923.82       0.199126E-004   1221.44        9.67508        5.12910      -0.562026E+007	0 0 0 0 0 0 0 0 0.697123 0 0 0 0.194412 0 0 0.108465 0 0 0 0 0 0
  217949.        2105.13        3935.19       0.196363E-004   1220.49        9.71028        5.14209      -0.546465E+007	0 0 0 0 0 0 0 0 0.694917 0 0 0 0.197536 0 0 0.107547 0 0 0 0 0 0
  224359.        2105.13        3949.50       0.194411E-004   1220.15        9.75837        5.16556      -0.531352E+007	0 0 0 0 0 0 0 0 0.678124 0 0 0 0.212385 0 0 0.10337 0 0 0 0.00611972 0 0
  230769.        2105.13        4037.84       0.212846E-004   1232.96        9.91685        5.29051      -0.515844E+007	0 0 0 0 0 0 0 0 0.641524 0 0 0 0.0239315 0 0 0.160777 0 0 0 0.017996 0 0.155771
  237180.        2105.13        4156.68       0.234556E-004   1248.04        10.2452        5.55233      -0.506259E+007	0 0 0 0 0 0 0 0 0.41819 0 0 0 0 0 0 0.172436 0 0 0 0.0373424 0 0.372032
  243590.        2105.13        4215.74       0.242675E-004   1253.78        10.4186        5.68429      -0.494331E+007	0 0 0 0 0 0 0 0 0.309402 0 0 0 0 0 0 0.174562 0 0 0 0.0468949 0 0.469141
  250000.        2105.13        4252.68       0.245979E-004   1256.32        10.5288        5.76387      -0.481387E+007	0 0 0 0 0 0 0 0 0.249308 0 0 0 0 0 0 0.175664 0 0 0 0.0523426 0 0.522686
  1.00000        2161.54        3089.31       0.638527E-004   1359.67        5.96916        2.86749      -0.111629E+008	0.0242362 0 0.579496 0.194185 0 0 0 0.202082 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  6411.23        2161.54        3138.75       0.532909E-004   1326.91        7.04407        4.05608      -0.109813E+008	0 0 0.573631 0.343223 0 0 0 0.0831456 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  12821.5        2161.54        3165.15       0.489432E-004   1312.30        7.17213        4.09273      -0.107996E+008	0 0 0.574223 0.370724 0 0 0 0.0550528 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  19231.7        2161.54        3189.48       0.458807E-004   1301.74        7.27549        4.12493      -0.106180E+008	0 0 0.574574 0.385091 0 0 0 0.0403344 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  25641.9        2161.54        3212.60       0.434633E-004   1293.17        7.36171        4.15318      -0.104371E+008	0 0 0.574798 0.386038 0 0 0 0.0391647 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  32052.2        2161.54        3234.93       0.413753E-004   1285.73        7.43944        4.17889      -0.102569E+008	0 0 0.574983 0.380381 0 0 0 0.0446362 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  38462.4        2161.54        3270.85       0.390292E-004   1279.24        7.60152        4.23096      -0.100870E+008	0 0 0.577661 0.365716 0 0 0 0 0.0566229 0 0 0 0 0 0 0 0 0 0 0 0 0
  44872.6        2161.54        3300.76       0.372487E-004   1273.59        7.71061        4.26788      -0.991672E+007	0 0 0.579296 0.327089 0 0 0 0 0.0936151 0 0 0 0 0 0 0 0 0 0 0 0 0
  51282.8        2161.54        3326.11       0.357363E-004   1268.67        7.80113        4.29903      -0.974387E+007	0 0 0.580236 0.303329 0 0 0 0 0.116434 0 0 0 0 0 0 0 0 0 0 0 0 0
  57693.1        2161.54        3348.80       0.344022E-004   1264.27        7.88054        4.32649      -0.956971E+007	0 0 0.580798 0.287819 0 0 0 0 0.131384 0 0 0 0 0 0 0 0 0 0 0 0 0
  64103.3        2161.54        3369.87       0.331991E-004   1260.27        7.95288        4.35139      -0.939494E+007	0 0 0.581159 0.276894 0 0 0 0 0.141947 0 0 0 0 0 0 0 0 0 0 0 0 0
  70513.5        2161.54        3389.99       0.320969E-004   1256.60        8.02080        4.37468      -0.921995E+007	0 0 0.581421 0.268155 0 0 0 0 0.150423 0 0 0 0 0 0 0 0 0 0 0 0 0
  76923.8        2161.54        3409.44       0.310780E-004   1253.23        8.08570        4.39682      -0.904512E+007	0 0 0.581633 0.260516 0 0 0 0 0.157851 0 0 0 0 0 0 0 0 0 0 0 0 0
  83334.0        2161.54        3428.39       0.301304E-004   1250.11        8.14808        4.41795      -0.887046E+007	0 0 0.581815 0.253505 0 0 0 0 0.16468 0 0 0 0 0 0 0 0 0 0 0 0 0
  89744.2        2161.54        3447.14       0.292439E-004   1247.21        8.20910        4.43860      -0.869615E+007	0 0 0.582015 0.245921 0 0 0 0 0.172064 0 0 0 0 0 0 0 0 0 0 0 0 0
  96154.5        2161.54        3465.79       0.284090E-004   1244.50        8.26913        4.45874      -0.852229E+007	0 0 0.582251 0.237377 0 0 0 0 0.180371 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        2161.54        3484.46       0.276219E-004   1241.97        8.32856        4.47876      -0.834889E+007	0 0 0.582529 0.227504 0 0 0 0 0.189968 0 0 0 0 0 0 0 0 0 0 0 0 0
  108975.        2161.54        3503.55       0.268727E-004   1239.60        8.38870        4.49917      -0.817609E+007	0 0 0.582908 0.214603 0 0 0 0 0.202489 0 0 0 0 0 0 0 0 0 0 0 0 0
  115385.        2161.54        3522.59       0.261656E-004   1237.38        8.44804        4.51939      -0.800390E+007	0 0 0.583325 0.200593 0 0 0 0 0.216082 0 0 0 0 0 0 0 0 0 0 0 0 0
  121795.        2161.54        3542.10       0.254905E-004   1235.28        8.50828        4.54023      -0.783236E+007	0 0 0.583842 0.183364 0 0 0 0 0.232795 0 0 0 0 0 0 0 0 0 0 0 0 0
  128206.        2161.54        3561.97       0.248507E-004   1233.33        8.56932        4.56204      -0.766166E+007	0 0 0.584451 0.163035 0 0 0 0 0.252513 0 0 0 0 0 0 0 0 0 0 0 0 0
  134616.        2161.54        3581.81       0.242471E-004   1231.49        8.63031        4.58471      -0.749167E+007	0 0 0.585089 0.141278 0 0 0 0 0.273634 0 0 0 0 0 0 0 0 0 0 0 0 0
  141026.        2161.54        3601.23       0.236819E-004   1229.78        8.69004        4.60754      -0.732254E+007	0 0 0.58569 0.119718 0 0 0 0 0.294592 0 0 0 0 0 0 0 0 0 0 0 0 0
  147436.        2161.54        3726.47       0.248175E-004   1241.40        9.21877        4.94942      -0.719705E+007	0 0 0 0.104268 0 0 0 0 0.321566 0 0 0 0 0.574166 0 0 0 0 0 0 0 0
  153847.        2161.54        3744.86       0.243360E-004   1239.73        9.27803        4.97462      -0.703442E+007	0 0 0 0.0800978 0 0 0 0 0.344927 0 0 0 0 0.574976 0 0 0 0 0 0 0 0
  160257.        2161.54        3765.50       0.238432E-004   1237.98        9.33229        4.99647      -0.686730E+007	0 0 0 0.0545979 0 0 0 0 0.389516 0 0 0 0 0.547892 0 0.00799438 0 0 0 0 0 0
  166667.        2161.54        3789.13       0.233481E-004   1236.22        9.38576        5.01827      -0.669753E+007	0 0 0 0.0225336 0 0 0 0 0.455379 0 0 0 0 0.500146 0 0.0219422 0 0 0 0 0 0
  173077.        2161.54        3811.44       0.228761E-004   1234.51        9.42829        5.03285      -0.652696E+007	0 0 0 0 0 0 0 0 0.520392 0 0 0 0 0.440404 0 0.0392043 0 0 0 0 0 0
  179487.        2161.54        3828.14       0.224457E-004   1232.90        9.45523        5.03650      -0.635782E+007	0 0 0 0 0 0 0 0 0.560331 0 0 0 0 0.384549 0 0.0551201 0 0 0 0 0 0
  185898.        2161.54        3845.33       0.220266E-004   1231.34        9.48029        5.03916      -0.618825E+007	0 0 0 0 0 0 0 0 0.605382 0 0 0 0 0.32158 0 0.0730386 0 0 0 0 0 0
  192308.        2161.54        3862.94       0.216188E-004   1229.82        9.50295        5.04027      -0.601816E+007	0 0 0 0 0 0 0 0 0.655281 0 0 0 0 0.25181 0 0.0929092 0 0 0 0 0 0
  198718.        2161.54        3880.47       0.212290E-004   1228.39        9.52421        5.04064      -0.584851E+007	0 0 0 0 0 0 0 0 0.705509 0 0 0 0 0.181531 0 0.112961 0 0 0 0 0 0
  205128.        2161.54        3898.88       0.208457E-004   1226.99        9.54259        5.03920      -0.567780E+007	0 0 0 0 0 0 0 0 0.764171 0 0 0 0 0.0994541 0 0.136375 0 0 0 0 0 0
  211539.        2161.54        3918.86       0.203265E-004   1224.98        9.58973        5.06133      -0.552040E+007	0 0 0 0 0 0 0 0 0.789814 0 0 0 0.063966 0 0 0.14622 0 0 0 0 0 0
  217949.        2161.54        3931.68       0.201174E-004   1224.43        9.62264        5.07331      -0.536259E+007	0 0 0 0 0 0 0 0 0.794883 0 0 0 0.0533401 0 0 0.149222 0 0 0 0.00255486 0 0
  224359.        2161.54        3944.45       0.199208E-004   1223.94        9.65456        5.08474      -0.520493E+007	0 0 0 0 0 0 0 0 0.801059 0 0 0 0.0410702 0 0 0.152695 0 0 0 0.00517633 0 0
  230769.        2161.54        3981.06       0.203046E-004   1227.49        9.74080        5.14366      -0.505496E+007	0 0 0 0 0 0 0 0 0.774201 0 0 0 0 0 0 0.165433 0 0 0 0.00769387 0 0.0526725
  237180.        2161.54        4118.25       0.228752E-004   1246.36        10.1306        5.45553      -0.497364E+007	0 0 0 0 0 0 0 0 0.491862 0 0 0 0 0 0 0.171001 0 0 0 0.0310084 0 0.306129
  243590.        2161.54        4193.99       0.240752E-004   1254.97        10.3513        5.62669      -0.486365E+007	0 0 0 0 0 0 0 0 0.345415 0 0 0 0 0 0 0.173872 0 0 0 0.0438301 0 0.436882
  250000.        2161.54        4238.09       0.245717E-004   1258.71        10.4825        5.72347      -0.473734E+007	0 0 0 0 0 0 0 0 0.26882 0 0 0 0 0 0 0.17532 0 0 0 0.0507136 0 0.505147
  1.00000        2217.95        3078.00       0.693963E-004   1383.74        5.86771        2.81876      -0.110845E+008	0.0221727 0 0.578266 0.188676 0 0 0 0.210885 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  6411.23        2217.95        3129.47       0.548946E-004   1337.30        7.00051        4.02992      -0.109057E+008	0 0 0.57364 0.35234 0 0 0 0.0740204 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  12821.5        2217.95        3156.71       0.498803E-004   1320.24        7.14370        4.06957      -0.107244E+008	0 0 0.574334 0.390855 0 0 0 0.0348113 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  19231.7        2217.95        3181.31       0.466792E-004   1308.85        7.25018        4.10310      -0.105430E+008	0 0 0.57465 0.407404 0 0 0 0.0179454 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  25641.9        2217.95        3204.59       0.441991E-004   1299.79        7.33883        4.13266      -0.103623E+008	0 0 0.574851 0.411741 0 0 0 0.0134081 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  32052.2        2217.95        3227.06       0.420960E-004   1291.98        7.41587        4.15893      -0.101824E+008	0 0 0.575005 0.405547 0 0 0 0.0194479 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  38462.4        2217.95        3258.43       0.398650E-004   1284.93        7.54430        4.20073      -0.100100E+008	0 0 0.576821 0.385968 0 0 0 0 0.0372107 0 0 0 0 0 0 0 0 0 0 0 0 0
  44872.6        2217.95        3290.55       0.379451E-004   1278.76        7.66246        4.24044      -0.984154E+007	0 0 0.578798 0.34008 0 0 0 0 0.0811223 0 0 0 0 0 0 0 0 0 0 0 0 0
  51282.8        2217.95        3317.27       0.363389E-004   1273.44        7.75875        4.27349      -0.966989E+007	0 0 0.579938 0.311929 0 0 0 0 0.108133 0 0 0 0 0 0 0 0 0 0 0 0 0
  57693.1        2217.95        3340.96       0.349342E-004   1268.72        7.84241        4.30244      -0.949663E+007	0 0 0.580633 0.293316 0 0 0 0 0.126051 0 0 0 0 0 0 0 0 0 0 0 0 0
  64103.3        2217.95        3362.79       0.336750E-004   1264.45        7.91809        4.32865      -0.932251E+007	0 0 0.581084 0.280042 0 0 0 0 0.138873 0 0 0 0 0 0 0 0 0 0 0 0 0
  70513.5        2217.95        3383.36       0.325293E-004   1260.56        7.98816        4.35278      -0.914809E+007	0 0 0.581389 0.270116 0 0 0 0 0.148495 0 0 0 0 0 0 0 0 0 0 0 0 0
  76923.8        2217.95        3403.12       0.314752E-004   1256.98        8.05442        4.37542      -0.897360E+007	0 0 0.581626 0.261857 0 0 0 0 0.156518 0 0 0 0 0 0 0 0 0 0 0 0 0
  83334.0        2217.95        3422.34       0.304972E-004   1253.67        8.11803        4.39707      -0.879922E+007	0 0 0.581828 0.254321 0 0 0 0 0.16385 0 0 0 0 0 0 0 0 0 0 0 0 0
  89744.2        2217.95        3441.42       0.295825E-004   1250.61        8.18046        4.41831      -0.862523E+007	0 0 0.582055 0.245928 0 0 0 0 0.172017 0 0 0 0 0 0 0 0 0 0 0 0 0
  96154.5        2217.95        3460.21       0.287246E-004   1247.76        8.24118        4.43876      -0.845153E+007	0 0 0.582292 0.23734 0 0 0 0 0.180368 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        2217.95        3479.11       0.279161E-004   1245.10        8.30166        4.45926      -0.827841E+007	0 0 0.582584 0.22696 0 0 0 0 0.190456 0 0 0 0 0 0 0 0 0 0 0 0 0
  108975.        2217.95        3498.20       0.271505E-004   1242.60        8.36200        4.47977      -0.810574E+007	0 0 0.582957 0.21447 0 0 0 0 0.202573 0 0 0 0 0 0 0 0 0 0 0 0 0
  115385.        2217.95        3517.33       0.264259E-004   1240.27        8.42184        4.50015      -0.793368E+007	0 0 0.583368 0.20053 0 0 0 0 0.216102 0 0 0 0 0 0 0 0 0 0 0 0 0
  121795.        2217.95        3537.13       0.257347E-004   1238.07        8.48320        4.52161      -0.776231E+007	0 0 0.583917 0.182435 0 0 0 0 0.233648 0 0 0 0 0 0 0 0 0 0 0 0 0
  128206.        2217.95        3556.90       0.250824E-004   1236.02        8.54427        4.54342      -0.759175E+007	0 0 0.584498 0.162891 0 0 0 0 0.252611 0 0 0 0 0 0 0 0 0 0 0 0 0
  134616.        2217.95        3576.70       0.244667E-004   1234.10        8.60525        4.56596      -0.742184E+007	0 0 0.585117 0.141715 0 0 0 0 0.273167 0 0 0 0 0 0 0 0 0 0 0 0 0
  141026.        2217.95        3596.28       0.238885E-004   1232.31        8.66555        4.58904      -0.725273E+007	0 0 0.585729 0.119924 0 0 0 0 0.294347 0 0 0 0 0 0 0 0 0 0 0 0 0
  147436.        2217.95        3622.75       0.233924E-004   1231.16        8.74232        4.62346      -0.708121E+007	0 0 0.556802 0.100145 0 0 0 0 0.334761 0 0 0 0 0 0 0.00829159 0 0 0 0 0 0
  153847.        2217.95        3742.26       0.244977E-004   1242.45        9.24667        4.95006      -0.695725E+007	0 0 0 0.0815551 0 0 0 0 0.369893 0 0 0 0 0.537931 0 0.0106207 0 0 0 0 0 0
  160257.        2217.95        3764.98       0.239741E-004   1240.55        9.30210        4.97203      -0.678822E+007	0 0 0 0.0518669 0 0 0 0 0.427449 0 0 0 0 0.498503 0 0.0221811 0 0 0 0 0 0
  166667.        2217.95        3790.54       0.234498E-004   1238.64        9.35549        4.99308      -0.661652E+007	0 0 0 0.0166302 0 0 0 0 0.506007 0 0 0 0 0.43739 0 0.0399727 0 0 0 0 0 0
  173077.        2217.95        3812.17       0.229656E-004   1236.82        9.39306        5.00378      -0.644509E+007	0 0 0 0 0 0 0 0 0.570312 0 0 0 0 0.370474 0 0.0592141 0 0 0 0 0 0
  179487.        2217.95        3829.64       0.225199E-004   1235.11        9.41902        5.00673      -0.627489E+007	0 0 0 0 0 0 0 0 0.616175 0 0 0 0 0.306349 0 0.077476 0 0 0 0 0 0
  185898.        2217.95        3847.60       0.220856E-004   1233.44        9.44257        5.00817      -0.610404E+007	0 0 0 0 0 0 0 0 0.667565 0 0 0 0 0.234488 0 0.0979471 0 0 0 0 0 0
  192308.        2217.95        3865.26       0.216739E-004   1231.88        9.46515        5.00923      -0.593405E+007	0 0 0 0 0 0 0 0 0.717448 0 0 0 0 0.164678 0 0.117874 0 0 0 0 0 0
  198718.        2217.95        3884.13       0.212645E-004   1230.33        9.48406        5.00780      -0.576227E+007	0 0 0 0 0 0 0 0 0.778771 0 0 0 0 0.0788603 0 0.142369 0 0 0 0 0 0
  205128.        2217.95        3902.37       0.208824E-004   1228.90        9.50390        5.00785      -0.559255E+007	0 0 0 0 0 0 0 0 0.835134 0 0 0 0 0 0 0.164866 0 0 0 0 0 0
  211539.        2217.95        3914.26       0.206009E-004   1227.92        9.53951        5.02148      -0.543618E+007	0 0 0 0 0 0 0 0 0.834875 0 0 0 0 0 0 0.164818 0 0 0 0.000306839 0 0
  217949.        2217.95        3927.11       0.203626E-004   1227.22        9.57802        5.03796      -0.528091E+007	0 0 0 0 0 0 0 0 0.832566 0 0 0 0 0 0 0.164733 0 0 0 0.0027011 0 0
  224359.        2217.95        3939.85       0.201320E-004   1226.55        9.61613        5.05430      -0.512613E+007	0 0 0 0 0 0 0 0 0.830277 0 0 0 0 0 0 0.164648 0 0 0 0.00507527 0 0
  230769.        2217.95        3952.47       0.199091E-004   1225.91        9.65389        5.07053      -0.497183E+007	0 0 0 0 0 0 0 0 0.827986 0 0 0 0 0 0 0.164563 0 0 0 0.00745115 0 0
  237180.        2217.95        4077.49       0.222171E-004   1243.74        10.0099        5.35428      -0.488367E+007	0 0 0 0 0 0 0 0 0.571746 0 0 0 0 0 0 0.169467 0 0 0 0.023766 0 0.235021
  243590.        2217.95        4165.52       0.237156E-004   1254.86        10.2648        5.55323      -0.477938E+007	0 0 0 0 0 0 0 0 0.396875 0 0 0 0 0 0 0.172861 0 0 0 0.0386766 0 0.391587
  250000.        2217.95        4220.97       0.244837E-004   1260.60        10.4285        5.67678      -0.465955E+007	0 0 0 0 0 0 0 0 0.29436 0 0 0 0 0 0 0.17485 0 0 0 0.0485765 0 0.482214
  1.00000        2274.36        3060.26       0.814655E-004   1431.21        5.68219        2.72964      -0.110037E+008	0.0250731 0 0.578065 0.153635 0 0 0 0.243226 0 0 0 0 0 0 0 0 0 0 0 0 0 0
